text,label
 모른다 아니다 하면 끝나는 조사가 있어!!,1
아디는.. 실제가 아님^^  어쨋든 생일 축하드리고요..ㅎ,0
이 인간들이 누구랑 손잡고(찍찍) 누구를 대통령으로 밀지 다들 아시죠...?ㅜㅠ 정신빠짝들 차립시다....,1
너무 화가납니다,1
결국 정부에 상납하고 뒤봐주는거 아니냐...,1
부상자 하나도 없는듯 편집했다는데 진짜 양심없다.,1
진짜 박근혜 정부는 나라팔아먹는짓 골라서하네.ㅋㅋ,1
 독도는 한국땅이 분명합니다!,1
묘한 매력있어요!!!,0
망할 로리콘이.0,1
민영화해라!,1
그래서 했냐고 안했냐고,1
노트6만들차례였는데 갑자기 7을만드니까허겁지겁 만들다가 불량품 만듬 폭탄급발명품,1
대한민국 국민들 자랑스럽습니다...,0
싸게 팔고 싶어 죽겠다는데 왜 못 팔게 하냐,1
조선시대 선비들처럼 헌재방향으로 소복입고가서 머리 풀어헤치고 꺼이꺼이 통곡이라도 할까,1
백선생님 LA 방문은 저도 눈물짓고보았어요,0
   독특한 억양이 너무  멋있습니다,0
짱꼴라..도둑질해서 마니 따라왔네.,1
안민석 의원 그렇게 쉽게 한사람의 명예를 훼손한것 면책특권 뒤에 숨으려 하지 말고 사과해라.,1
스와프? 안해 쪽빨들아! 힘들면 금모으기 다시하지 뭐! 없어져야 할 쪽빨쎄야들!,1
 누구에게 비아그라른 처먹였을까알고있는 일본기자 글막고 고소하구 으그,1
개가 달려들어 위협하면 협박죄로 신고해야 겠군 ㅉ. 한국 법은 하여간 OOO같다,1
가격대비로 최악의 제품. 삼성이라는 이름값빼면 전혀 경쟁력이 없는데. 우리나란 그저 삼성이면 최고인줄.. 물론 잘만드는건 아는데 가격대비 최악.,1
유재석 최고~~^^,0
 아직도 분이안풀리구만,1
아따 니들 여동생 엄마가 당해도 그리 객관성을 유지하도록~^^,1
노답 노답 나이값 조또못하는 어버이 연합,1
종북좌파 스파이언론 방송 신문 조ㆍ중ㆍ동타도!!!!,1
에어컨 바람때문에 너무 춥다.,1
"말했지, 제발로 걸어서 나올건지, 아니면 복날 개처럼 끌려나올건지 잘 생각하라고.",1
제발 지 가족손에 죽어라,1
선생들의 차별은 세계 1위지^^,1
민아때문에 2달동안 행복했어요,0
"저 가시내가,영화를 많이본것같구만~분워기파악을못해요.",1
출근길에 여직원을 태워간다는 예랑이 vs 안된다는 저당연히 화나는 일 아닌가요?,1
참신한 개소리다,1
 꿈이 현실로,0
닭년이 얼마나 뻔뻔하냐면 국민 담화에서 검찰 조사에 성실히 임하겠다 해놓고 검찰 조사 거부함. 그래놓고 헌재에 보낸 답변서에는 검찰 조사를 받지못해 항변도 못했다고 함. 양심이 아예 없음,1
니가 영악할까 ? ㅋㅋㅋㅋㅋㅋ,1
더러운 때놈들 얍삽하고 야비한 쪼옥바리,1
일베 악플달러 단체로 왔대요^^^^^,1
웰컴투 더 헬코리아,1
여의도에 개누리당 당사 있다...궁물당도..!!!,1
에혀 진짜 제대로 못하니 쫌!!!,1
한국 노친네들은 하는 행동보면 예의같은거 정말 차리기 싫더라 뻔뻔하고 무대포 예의도 없고 돈내고 타라해라,1
 모두 백선생님으로 부터입니다......,0
해떳습니다.사진찍어보여주고싶네요,0
  그리고 너무 고마워요!,0
이런 개 족같은 냔이~~~ 당장 사형시켜,1
손흥민 처럼만 해라 ㅎ,0
병신4적 그네 순실 기춘 병우 이네년놈은 꼭 잡아 넣어라,1
 북한하고 잘해봐라.,1
저렇게 하면 시선이 안보여서 컨닝이 더 쉬울텐데..,1
툭까놓고얘기해보자고..,1
 그리고 축하드려요,0
손흥민은 진짜 왼쪽에서 플레이할때 살아나는듯,0
악질이네 악질이야....,1
거짓말탐지기 장착하고 모두 청문회 다시해라,1
ㅋㅋㅋㅋㅋ 안녕 하세요 ㅋㅋ,0
병신가튼 닥뇬 보내버리려면 정유라뇬 잡아와야한다는건가...,1
ㅣ멋지다 유느닌님ㅎㅎㅎㅎㅎ,0
 최고최고~~!!,0
역씨 대통령감이야 순실각하 충성!!,0
항상 쉽게 요리 레시피 설명해주셔서 감사합니당,0
"필 선수 그동안 정말 고마웠습니다, 앞으로도 꾸준히 좋은 성적 내주길 응원합니다",0
증거있어도 없애고 보자는 왜교부,1
교통불편하게 매주마다 이짓거리네,1
극작가 변호사부터 쳐넣어라,1
노트7은 아니지 폭탄 이미지가 강해,1
똥물에 튀겨쥑.일.년.,1
미국인아 미국으로 꺼지세요,1
ㅎ웃음밖에 안나온다 정말..,1
YTN 쓸때없는짓하고 있네,1
sns마케팅하면 스베누지 질은 쓰레기,1
귀엽고.,0
박씨 꺼저 병신년 칠푼아,1
윤돌민 역대급 먹튀아니냐,1
"전용케이스, 기타 악세사리 구입지출도 보상하라~!!",1
김재현오빠는 짱먹구......,0
미안한데 니들은 인간이 어떻게 이런말 쓰지마라,1
니얘기궁금하지도않고 제발 연예계에서 나가주라,1
 애 셋은낳은줄 세월을 면상에 직격탄맞았네,1
 당신의 목소리만 들어도 힐링이 되구 힘이 솟습니다.,0
예전에 미친 대통령 마누라는 쌍꺼풀수술 않했?일반인도 성형천국이 대한민국인데 ?성형수술이 죽을죄인가 ?,1
이런 걸 관종이라고 한다,1
그러게 아스날 왜갓어 4스날,1
잘못했으면 ㅊㆍㄴ벌을 받아야 한다. 이제 아웃시켸라,1
2016년 중에 비옵니다. 1년예보,1
진심 종이 틀려도 당신은 존경한다...진심으로,0
이란 안간다고 했을때 짤랏어야 했는데 ///개 싶으랄 슈빠 새끼들 쉴드때문에 휴ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ,1
이름 그대로 가요계의 신화.. !,0
" 아우, 티비좀 나오지마, 짜증나니께",1
한석규 포스~~ 작살~~!!,0
공유!!! 연기신!!!,0
대단하다 진짜!!!!!!!!!!으으으으으으리!!!!!!!!!!!,0
너도 죽은 동물들 처럼 똑같이 처참하게 디질것이다.,1
그래도 상을 받아서가 아니라 우리의 오묘한 문맥과 정서를 이해한단 자체가 대단 합니다.,0
더럽고 치졸하게 끝까지 버티면서 모르쇠 거짓말만 하는거 참 어떤 의미로 대단하다,1
이 세상에 태어나 주셔서 감사합니다.,0
기자 니는 직업정신도 없냐?,1
삼성은 올해도 7~9위에서 놀겠고만 삼충이들 벌떡벌떡 하겠네,1
불법은 다 강력하게 처벌해라! 제발!,1
그럼 경유값 올리면 고등어값도 오르나?,1
초반에 구매자 리퍼폰 사용 하겠네요 ㅋㅋㅋ,1
이런이런 오늘 신문을 보니 엘지가 올시즌을 포기한다구 나왔더라구여!!!,0
 감사합니다,0
이재용 없다고 삼성이 안 돌아간다? 그동안 뭘 했다고.,1
조류 바이러스보다 더 심각한 병신년 먼저 묻어야지,1
얼마를 받아 처먹은건지 이런걸 기사라고 쓰냐.. 나도 기자 하겠네,1
솔까 이원석 이흥련 1대1 트레이드해도 누가 손해니 뭐니 못하지 않음?,1
그래도 베이비웰 덕에 조금씩 설사가 멈추네요,0
ㅋㅋ 남자가 봐도 멋있다말 진짜 잘한다.,0
항상 응원합니다♥♥♥,0
 개이득!!,0
터키 케밥 안묵는디잉 ㅡㅡ,1
저.... 임신이래용... ^^,0
정말 다 몰살시키고싶다..,1
너무 나도 좋은 음식을 먹기 좋게 만들어주시는  백선생님 늘 사랑합니다..,0
와 맑은 서울하늘 ㅋㅋㅋㅋㅋ,0
니들이 1~2년 쓰다가 고장나는건 폰을 개떡같이 쓰니까 그런거야 펴엉신들아ㅉㅉ앱등이 수준,1
저건 엄마가 아니라 미친 여들이여!!,1
난 너 안봐,1
최순실 청와대 대장이 외교까지 진두지휘했나보네.,1
난 설치했다가 금방질려서 하루만에 지웠다,1
 그리고 다른 방송에서도 1위 할 수 있게 제가 열심히 노력할게요ㅠㅠ,0
미친 인맥새기들 축협니들때문에 한국축구가 이모양인거다,1
기름세금은 포기 못한다는거지,1
둘다 뻔뻔하게 생겼네..,1
구족을 멸하리라,1
방탄소년단 피해서 11월에 나오는거 티난다.,1
모두들 수고하셨어요^^,0
하여간 나이쳐먹었다고내맘대로할거야 이러다길잃었겠지ㅉㅉ,1
한심하다 !!!!!!!!!!,1
그리고 감사합니다,0
 멋진 백주부님!,0
류준열 기대됩니다 오피셜 곧 뜨길바랄께요,0
펀딩하면 돈 많이 모이겠다,0
우리나라도 멍청한 사람들이 다 박그네뽑았지,1
모르면 가만있던지,1
이열치열은 진짜 개소리 중에 개소리지,1
15년전 영종도 칼국수 집에서 뵜었는데..건강하세요^^~♡♡♡,0
뚱뚱한 이쁜배우가 없으니깐 그렇지 빙시들아,1
이런 ㅆ ㅣ 팍 새끼,1
징글징글 허다 애지간히 해라,1
 대신 은행들 목졸라 사천억 드셨지~,1
아주 소설을 써라.. 음주에 도주에 살인에... 사형시켜라,1
이미 무덤에 묻혀 썩어 없어져야 할 유신좀비들이 최고의 권력을 갖고 썩은내나는 분비물을 뿌리고 다니며 대한민국을 부패 공화국으로 만들고 있었구나,1
저런것들이 생각없이 몰표해서 나라가 이꼴이었군,1
비리로 미세먼지 만들지 말고,1
우리가 돈이 없지 주권이 없냐?,1
가격보고 살랬더니 ... 사장이 미친건가? 시장조사 안하나?? 정신못차리는구나 ...,1
올해는 케베스의 해였네 누굴줘도 이상하지 않아. 다 인정이야,0
 그래도 캐럿이라는 이름이 있는것만으로 만족합니다!,0
쓰레기 글이 많다 했더니 역시나 50대 비율이 높네... 대한민국 좀먹는 좀비들 ,1
T자를 못하니 주차장에서 주차를 못하고 남의 차 박고 기냥 가버리지,1
지금의 혼란이 누구때문인데?,1
어멋? 언냐들 이 기사 너무 조은데 어터카지 냐하~,0
이런 기사 쓰면 얼마줘요?,1
진짜 싹 의식개선을 해야하는데 썩은 물 갈이도 좀 하고. 자기 자식이라도 저럴까?,1
 항상 밝은 에너지덕분에 힘이 납니다!!!,0
하루하루가 소중하다 언제 죽을지 모르니ㅜㅜ,1
역시 오빤해내실 줄 알았어요~,0
저 껍대기를 아시모 같은 로봇에 입혀 대량 복제 생산 체재 갖추면 오타구들 노리개감 돼겠군....ㅋㅋ,1
집밥백선생님 프로그램 너무너무 잘 보고 있습니다.,0
꼴값하네.,1
LCHF 충들 돼지처럼 쳐먹고 운동은 하기 싫고 살은 빼고 싶고 ㅋㅋㅋㅋ,1
김앤장을세무감사 해보소그네는 죽어도 못 할걸,1
지단의 레알은 그동안의 업적을 뒤로하고 이제는 작별을 고해야할 시기이다.,0
진짜 다들 이런거 참고사나요?,1
 망설이지말고 처벌하라,1
 나오신다길래 조아서 히히히 다보구 이름을 쳐봤는데 펜카페가나오드라구요^^!,0
오함마 갖고와라,1
진짜 후진국 티내냐?,1
 걍 환불이라고해야지!!,1
시작은창대하나 마지막은 뻔해~~~,1
정말 미인얼굴이다 안떠서 그롷지,0
"ㅇㅇ추격전이 힘들면 이제 무한도전에 안 나오면 되잖아, 이 포주나야",1
엄마의 힘은 위대하다,0
항상 좋은 요리 . . . 감사합니다.,0
차나끌지 마세요 밑에 비흡연충,1
단통법 이 개같은 법안은 왜폐지 안시키자 저번주부터 밀렸던만 오늘 당장 폐지 시켜라,1
나라 망신시키는 이완용 조두순 유영철 보다 못한것이네,1
 이것이 진정 우리가 이기는길입니다!!,0
개그맨 이진호 아니여? ㅋㅋㅋ,0
맞다....한국 남자가 아니라. 남자놈들은 다 쓰레기다.,1
충분히 훌륭합니다!!,0
애비랑 똑같이 황천길 갈 운명이구만 공개총살 당해봐라,1
세금도둑쥐 + 무뇌아 닭 10년에 한국은 망조의 길로 들어서는가....,1
병신 짱개에 돌대가리 대통령의 조합이면 이렇게 되는 거다,1
이건희 두당 500만원짜리 기집질한거도 이만큼 기사 좀 내봐라,1
목사가 왜 정치권에서 gr하냐...,1
백주부님 항상 응원합니다.,0
최순실 대통령님 하야시켜라,1
서영주 배우 응원하고 기대합니다!,0
진짜 이건 국가적으로 정식 항의를 해야할듯,1
감사합니다..,0
힘좀세졋다고 천조국한테까지 깝치지만 현실은 힘만센 속좁은 찌질이,1
10월 3일 일본 이민간다 수고해라 헬센징들아,0
백주부님 사랑방같은 tVN 방송 가끔 보고 있습니다.,0
 시장이 공정하게 잘 돌어가는게 시장경제다 이 멍충들아,1
언젠가 우리가 동물원에 갇히는날이 올것같다.,1
어쩐지 맹장수술 이후로 몸이 안 아픈 데가 없다했더니...,1
조윤선 제2에 최순실 될려고 한거같은데 감방동기됬네,0
너한테정도는 언론조작 안해도 댈듯 ㅋ,1
저 뇬 주둥이가 거짓부렁이 잘하게생겼네 그려,1
군대나 갔다와서 썩어빠진 멘탈이나 고쳐라,1
우리는 우리 LG를 열심히 응원하는수밖에 없습니다..,0
섹.히야언제내가널뽑았냐!,1
부도덕한 정권의 파수꾼을 자처한..파렴치한 x,1
요즘 최고의 인물입니다.,0
영해침범하면 겁먹지말고 갈겨버려.,1
"우리나라가 만만하니까 아주 ㅈ""""""ㄹ을 하는구나.",1
이런사람이랑 연애하는거 고맙게 생각하며 잘 사귀겠습니다.,0
너무 재밌다 세남자 모두 극호감♡♡,0
어째 하는짓거리도 일제때나라팔아먹은 매국노 이완영이하고 이름도엇비슷하네,1
제대로 하는게없는 정부,1
 위치도 알려주시면 감사합니다.!!,0
그네누님은 TV토론회 정말 싫어했지.,1
집에서 구하기 쉬운 재료로 간단히 만들수 있는 음식에 정말 감명받았습니다.,0
짱개 폰 품질이 엄청 후짐...,1
기름장어는 저럴때 우려만 표명하겠지,1
이쁘니까 봐주자 최순실 사건에 총력을 다해야...,1
"선발 제외 예상이었는데, 잔류하기를 바라는 마음에 오늘 좋은결과 내기를 바랍니다.",1
감동주는 촛불광장이추운날씨에 대단하신국민들!!,0
화이팅 트럼프.... 만세...,0
그만해 설정. .,1
다른일에는 졸 빨리 언론플레이하던 박원숭옹은 어디계시나??,1
닭조경제의 일환이지 뭐.,1
끝까지 주접을 터는구나,1
언론은 확실한걸보도해라 짐작하는 언론은 욕나온다 이놈들아,1
무슨 요린든 간단히 쉽게  그리고 핵심을 찌르는 비법을 전수!,0
고맙습니다 감사합니다,0
수지가최고이쁘네. . .,0
 왜 우리는 못하는거임?,1
한마디한마디 다 가슴에ㅣ 와 닿는다정말 부럽네요,0
아오~~ 멋있어~~~^^,0
씨바!!,1
우리나라를 대체 뭘로 보는거야!!,1
호동이 나오는건 안봐..,1
최순실은 종신형으로 다스리자!,1
좋은이미지..흥해라!!,0
쉐보레 개똥차 ㅋㅋ,1
고개 숙여 감사드립니다.,0
사이다 뉴스로군 ㅋㅋㅋㅋㅋ,0
ㅋㅋ 안전하게 철밥통 지키다가 성과연봉제 도입하니깐 힘들고 짜증나지? 배가 부른듯.,1
이젠 소영소국으로 가는 시발점.,1
작가+감독+배우 다 열일ㅠㅠㅠㅠ,0
박사모들아 김정은 개ㅇ끼 해봐. 못하지?,1
우린 우선 부패10위권안에서 벗어나자,1
트와이스 8관왕 축하해요♡,0
현실망각자 또라이 닥년과 그졸개들 구속처벌합시다,1
 해견구조자 45명.,0
OOO아 장난하니까 재미있지,1
매우 바람직한 개선안입니다~굳,0
또라이들.... 천심이라~~~ㅋ,1
ㅋㅋㅋㅋ쓰레기년한테 쓰레기같은 헛소리듣고선 나 찐따취급한새끼가,1
기회가 허락해 가게 되더라도 꼭 낙하산을 매고 가겠습니다.,0
 정말로 축하드려요 ~ ~ ㅋㅋ,0
저기 대통령이가??,1
대한민국에서 표현의 자유 학문의 자유는 빨갱이들만 가진다는 판결이네.,1
와~실어증 걸렸다던 사람이 토요일에 세씨봉공연한다네요,1
그리고내잘못인거야?,1
욕을 많이 쳐먹어서 그런지 오래도사네,1
 그냥 이제 티비에 나오지말자인성 진짜 나쁘네...,1
마약환자 취급하고 다죽여놓고 이제와서 무슨 개소리야,1
쉽게알려주시니 머리에쏙쏙,0
좀 나이가 많은 멤버 교체가 시급함 박명수,1
당분간 안 먹으면 될걸 가지고 없으면 죽는 것처럼 야단들이여.,1
1분뒤에 노래나온다!,0
그래주면 우리가 고맙고 미안하고 그렇네...,0
무식한게 고집만 쎄가지고..,1
못생겼네 저정도 얼굴이 주연이면 내가 배우했으면 늘 주연배우로 캐스팅됬을듯,1
 인간말종이구나,1
세월호 배가 침수했을때 아이들이 얼마나 무서웠을까 생각이 안들었냐????,1
벌써 남주?? 그정도 연기력이 되남??,1
근데 그 눈빛이 대중적이지 않아서...,1
경유차 고등어 헷소리말고 중국을 족쳐라 정부야!!,1
헐..설마 우리나라에서 멘부커상 수상자가 나올줄이야....정말놀랍다. 근대 나 멘부커상을 오늘처음알음,0
머 이런 것들이 다 있냐?,1
 이젠 남자분들도 요리 까막눈 없어지는 신세계가 열리지않나싶네요.,0
패널티 맞다 무조건~ 그리고 이번경기 기성용 잘한편이였다,0
새누리당도 이번에 탄핵에 동참 안하면 다음이라는건 없다는거 기억해야 할거다!,1
올해안에는 다 밝혀지겠지?,1
중국어선 이나 제대로 처리해라근본적인 원인 아니냐????,1
예디님이 이제 모닝와이드로 다시 복귀해 MC겸 앵커가 되었군요!,0
빔재수는 야당이 탄핵한다고 했는데 순시리 땜시 어영부영이네,1
중국이 쪼잔해졌군...,1
못믿을 이정권에서 행해진 모든것이 무효다..!,1
  늦었지만 축하드려요!!,0
또 터지면 이제는 어떤 변명을 할지 궁금해진다. 순실전자,1
홧팅 jtbc~~♥,0
방송은 12월에 나온다고 하네요,0
저짓거리하느라 대포폰 쓸수밖에. 법대로 처리하라,1
아이를 정유라만 키웠으면 모르겠는데 보모 고용해서 했을것 같은데 맡기면 되지 돈이 그렇게 많은 사람이 ㅎ,1
에어컨 너무 시원해요! 겨울.,0
너 기다리다가 내 속도 새카맣게 다 탔어.,1
황교안 대행님 ㅋㅋ,0
비겁하고 멍청하고 뻔뻔한 여자같으니라고 ㅉㅉ,1
 써보신분들 대답해주시면 감사하겠습니다,0
국민의당 안철수는 처음부터 박근혜의 즉각퇴진 또는 탄핵을 외쳤다 .,1
 응원온 3만짱깨들은 아마 기분좋게 돌아갈듯,0
떳떳하면 특검 나오라구뒤에서 변명 늘어놓지 말고,1
최근엔 김수용 최고였음 ㅋㅋ,0
헬조선 클라스지. 정부 정유사 주유소 합작,1
지 수준은 중기도 못가는데 대기업 서류만 씀,1
이제 감옥에 쳐넣어야지,1
게임과 현실을 구분 못하는 사람. 프리즌 프레이크라도 찍게 깜방에 가둬놔야 합니다. 그 정도 패기면 탈출을 강구하고 알아서 하겠죠.,1
아이폰 통화품질 개.쓰레기란걸 G5로 바꾸고 알게됨....,1
개코 짱이다ㅠㅠ,0
참 대단한 사람이다...,0
정신나간것들이 파란집에서 동네골목대장처럼 어처구니없이 혈세로 허튼짓만하고 다녔어,1
한번쓰레기는 영원한쓰레기,1
비유웅 기자넘 이걸 제목이라고 달고 있냐...,1
정말 화가나요.,1
 그래도 화이팅입니다,0
 한화팀은 확실히 잡고가야 안되겠나?,1
게임규제할땐 뭔맘이였다가 ... 이젠 콘덴츠 개발을 논하시나?,1
한경은 작은 정부 추구하는 매체인 걸로 알고 있는데 이 특집 기사들이 언론사 논조와 맞다고 생각하나??,1
18 알 것들 배터져 디져라,1
저에겐 요리에 대한 두려움을 없애주신것 같아요....,0
캐릭터랑 잘맞는듯ㅋㅋㅋㅋ,0
 고게 훨씬 귀엽고 더 어려보여요 진~짜~,0
트럼프 이것도 조만간 끌려 내려오겠네~,1
 몰랐는데 훤칠하고 멋있음,0
검찰은 JTBC 태블릿pc 조작 사건 신속히 수사하고 손석희 당장 체포해라.,1
이제 그만 감옥으로 ㄲ져라,1
수지 예쁘고 착하더라 존예짱예,0
면접 안보고 바로 최종합격은 아님?,0
박근혜보다 김정은이 진실하다,1
네이버 댓글 조작 너무심하다,1
최형우한테 들어간 돈이 암암리에 132억이다 거기에 보상금 15억 150억을 쳐 썻으니 돈 이 없겠지 김택진이 돈다발들고 웃는중ㅋㅋ,1
니가 그토록 씨부리던 부모 잘 만나서 남은인생 종쳤네,1
비록 준우승이지만 클블도 그 전력으로 잘싸웠다!!,0
야 년들아 끝이 어디니...!,1
볼때마다 느끼는거지만 죽여버리고싶ㅇ니,1
돈주고 맡겨 거렁뱅이새끼야. 애들이 니 노예냐,1
불졍애청자로같은년배의시청자로두분꼭한방에서한이불덮으면백년해로하길^~^,0
역시짱깨클라스는달라~이쉐키도사형시켜라,1
"다시는 영국 방문 하지 말아, 잔핑들",1
이제 더 많은 관심이 필요할듯..국민은 바보가 아니라는거 보여줘야함,1
이사악한 무당년을 입안열면 냉방에 48시간 그냥 내둬라...,1
SK) 환영합니다.,0
악마의 탈을 쓴 썅ㅎ년이네,1
작년부터 총력전인데 기자야 군대갔다왔냐,1
퍼거슨이 떠난 레전드감독의 자리를 이어받을듯!!!!,0
용기있는 지식인,0
50대 이상 대부분이 무조건 1번당 뽑지 않나요???,1
새해1일부터 왜그러는데ㅜㅜ,1
갤노트7은 술마시건 안 마시건 폭발기능만은 뛰어나지. ㅋㅋㅋ,1
 존나 그래픽좋은 세상임0,0
대호혼자서 던지고 치고 받고 다하겠구나^♡^~,0
윤호야 똥배우 발연기 발배우 발윤호야 연기도 못하면서 연기 좀 하지마라! 민폐다!,1
"라면에 똥쌌냐, 뭐저리 사진이 거지같냐..",1
"역시 바끄네스러운 발상....일자리 창출,창조경제네 ㅋ ㅋ",1
그리고 이렇게 멋진모습을 선물해 주셔서 고마워여....,0
꽃다발 하나 선물해 보세요^^~~,0
"와, 대단한 사람이다...",0
오간도 진짜 최고인데....한화....,0
정의는 죽었다 !!!!!!!!!!!!!!!!!!!!!!!!!!!!,1
그렇게 억울하면 니들도 여자 징집하라고 시위하던가 1577-9090,1
 덴마크 교민 홧팅!!,0
이런사람이 외무상이니한국의 국민이 소녀상을 철거하겠는가?,1
박형식 삼맥종 캐릭터 최고!,0
재용이 구속 안하면 박근혜를 남자로 수술시켜버릴꺼다,1
허허허 웃음밖에안나오심,0
붕딱들 문재인이 무섭긴 한가보네,0
축하해요~~~^^♡,0
생계형 제외하면 하나마나,1
      가랑이가 얼어 붙을것 같아 나쁜 주인놈아!,1
이세영 노래 진짜 잘한다,0
우리 나라는 고갱인거 몰랐던 사실도 아니면서 뭘 새삼스럽게 호갱님들아~,1
아니면 그 새끼가 시ㅂ새끼에요?,1
우병우 박근혜 넘어야 법치간다,1
우리의 즐거움감사하며 화이팅‥·ㅡ,0
읽어주셔서 감사합니다♡,0
능력없음 그리지말던가 대작? 이건아니라고본다,1
20년간 우승 못한 주제애 맨날 팬 머릿수로 들이밀더니만 이거였냐 추행쥐들아.,1
아들이면 국정농단 최순실 3세?,1
젝키 신곡 지붕킥하자!!!!!!!,0
 지가 뭔데 사람들을 때리고 함부로해ㅡㅡ,1
이번 정권은 거짓말로 시작해서 거짓말로 끝나는 정권 같다 정말 재수없다 박근혜,1
저런것들이 국회의원이라니범죄자 빨리 안잡아가고 뭐하나,1
시즌제 말고 폐지 해주세요 꼴보기 싫습니다,1
다 사형시켜라!!!,1
징용한번 끌려가 봐야 정신 차리지?...,1
타고싶은거 타면되지 말이많노,1
뭘해봤것냐 공주처럼살았는데,1
토론장에 가방들고 간 쓰레기 년.,1
여러분 다들 아형 본방사수합시다,0
김기춘이 아직 대통령은 그대로니 말조심하라고 협박했다며??,1
잔디위의 대기업 호우~,0
그냥 가만히있어라 어째 죄다 틀려,1
목소리가 이렇게나 좋았나 하는 생가들던데 나레이션 정말 좋은듯,0
 늘 응원합니다.,0
 본받아야할건 안본받고 욕만 해대고.,1
"이 나이에 팬레터라고 쓰니깐 우끼지만,요새 이 카페 들어오는게 넘 재밌답니다^^ㅎ",0
닭대가리 대려가~,1
당장 내쫓아야 합니다!!,1
둘다 꼴도보기 싫다,1
 지가 한 말도 지키는 놈이다.,0
가사를 보면 센스가 돋보임,0
군기밀유출죄에 걸린다고 협박 받으셨나 군법이 더 쎄다고 하믄서,1
결과와 관계없이..그저 멤버들이..즐겁고 행복하게 원없이 활동하는 모습..보고싶네요!!ㅎㅎ,0
난 이범수 미스캐스팅이라고 본다,1
하여튼 찍사쉐이들 문제많아요~,1
나오지도 않고 위증도하고. . . .,1
"잘잘못을 따지긴 늦었지만, 쨋든 정부도 책임으로부터 자유롭진 못 하다고 생각함.",1
 오빠땜시 항상 행복한 미란이가..,0
 대동강물 파는 수준.,1
 어차피 트럼프는 가질거 다 가짐 명예가 목표고 다 죽을때된 노인들이 무슨 돈욕심 부리냐 진짜 미국살리기,1
넉넉한 이웃에 감사합니다.,0
창단 4년만에 한국시리즈 진출..,0
진짜 재밋더라...,0
역시 명불허전 박효갓,0
오늘도 대한민국은 평화롭습니다.,0
외교부는 일본의 대변자인가,1
정치에 정 자도 모르는것이 입만 살아서는...,1
"근데 그 전여자친구가 편지를썼다는데여자친구로써 곰신으로써 뭔가 화가나네요,.",1
제가 2년동안 배웠는데 이제 아무데도 못가는군요..,0
공감 얻지 못하는 기사 휴가도 못가고 열심히 일하는 사람 열받아,1
죽을죄를 지었으면 그냥 죽지 그러냐,1
비박 찬성자들은 토욜 광화문에 나와 찬성이라고 선포해서 차별화해라.,1
아무리 그래봤자 필사람은 다핀다,1
은팔찌 축하한다~ 아버지가 자랑스러워 하시겠네ㅋㅋ,0
전에 송민호 주간 아이돌 나온 거 보니까 ㅈㄴ 웃기던데 ㅋㅋ,0
 짱!!!웃기요!~,0
그동안에 고등어 경유차 국내원인으로 얘기하던 ss끼늘 다잡아쳐넣자,1
"경유차도 경유차지만 철없는 것들 소음기 떼고, 간지낸다고 흰연기 그대로 나오게 달리는 개솔린 차량이나 단속해라",1
대박... ㅎㄷㄷ .갓소라,0
그러니까 고영태하고 삼자대면 시키고제대로 밝혀라첨에 jtbc에서 국정기밀 누출이라고 보여준 화면 그게 테블릿 화면이냐제대로 똑바로 밝혀봐,1
 우리 국민들은 깨끗한 공기를 호흡할 권리도 없나요,1
양아치.조폭과 동급인 재벌들 반드시 죄값을 치르게하라,1
순실이 부역자들 색출하라,1
솔로인 특히 남성들에게 음식 조리를 해서 먹을수 있는 방법을 알려주어 감사하고 ^ㅎ^,0
 성공하든 실패하든 요리에 첫 발걸음을 떼게 해준 백주부님 감사합니다.,0
진짜 예쁘시다 딱 내스탈,0
이팀은 진짜 이니에스타 없으면 MSN이던 미드진이던 다 고장나는구나 ㅋㅋㅋㅋ,1
차오루는 니네나라 안가냐?,1
언제 인간 될래 그네야,1
첼시 토트넘 아스날만 신났네...,0
이걸기사라고쓴건가...,1
백주부를 보면 넘 넘 부러워요......,0
무능한 정부 자국민이 죽어도 모르고있는 닭년,1
"둘다 부럽다. 여자는 이쁘고, 남자는 멋지고ㅋㅋ진짜 잘 어울림^^",0
댓글부대 박정원 돈사모들 드글드글,1
이제 자주 방송에서 봐요!!!!!!!,0
아 진짜 너무 화가나네요,1
스트레스성쇼크는 오버 진단이고그냥 몸살감기겠지..,1
이거 내란죄 아닙니까?,1
매일 살의 느끼게 하는 뇬!!!!,1
어쨌든지간에 건방지고 못되게생기고 못생기고 느끼한 트럼프얼굴을 수시로 봐야하는사실이 짜증나는데?,1
진짜 막장도 이런 막장이 없다,1
대단하단 말밖엔,0
그래도일본인은더싫음...,1
어떤민국 폐기 닭이랑은 레벨이 다르네요,1
 너무 훌륭했어요!!!,0
